Id,Category
606,4
607,0
608,6
609,1
610,0
611,1
612,4
613,2
614,1
615,5
616,7
617,3
618,0
619,5
620,8
621,1
622,8
623,3
624,2
625,1
626,6
627,2
628,0
629,8
630,5
631,1
632,2
633,9
634,2
635,6
636,0
637,3
638,6
639,8
640,1
641,6
642,9
643,8
644,4
645,6
646,8
647,4
648,6
649,2
650,8
651,9
652,8
653,3
654,1
655,2
656,6
657,5
658,4
659,7
660,4
661,9
662,6
663,2
664,4
665,1
666,3
667,1
668,0
669,0
670,5
671,9
672,5
673,0
674,5
675,3
676,0
677,2
678,7
679,1
680,9
681,1
682,9
683,0
684,0
685,9
686,1
687,2
688,3
689,5
690,2
691,8
692,3
693,1
694,4
695,1
696,9
697,2
698,4
699,8
700,9
701,7
702,9
703,4
704,5
705,9
706,1
707,3
708,0
709,7
710,9
711,0
712,2
713,8
714,0
715,3
716,0
717,5
718,0
719,1
720,7
721,2
722,5
723,9
724,4
725,7
726,0
727,4
728,2
729,5
730,5
731,9
732,6
733,7
734,3
735,4
736,5
737,8
738,6
739,2
740,2
741,0
742,1
743,1
744,3
745,5
746,3
747,7
748,8
749,6
750,2
751,4
752,9
753,4
754,3
755,7
756,4
757,3
758,0
759,1
760,9
761,7
762,9
763,6
764,2
765,9
766,6
767,6
768,8
769,3
770,3
771,7
772,2
773,0
774,1
775,8
776,0
777,4
778,0
779,7
780,6
781,5
782,2
783,0
784,7
785,3
786,9
787,2
788,4
789,6
790,3
791,5
792,1
793,2
794,7
795,8
796,5
797,1
798,0
799,0
800,8
801,0
802,6
803,7
804,4
805,0
806,8
807,2
808,3
809,0
810,5
811,7
812,2
813,4
814,1
815,8
816,7
817,8
818,3
819,7
820,5
821,3
822,7
823,2
824,2
825,3
826,1
827,0
828,8
829,8
830,8
831,5
832,7
833,4
834,1
835,8
836,7
837,2
838,6
839,6
840,0
841,9
842,8
843,0
844,2
845,3
846,2
847,2
848,1
849,3
850,4
851,4
852,0
853,2
854,3
855,1
856,1
857,8
858,7
859,2
860,6
861,3
862,8
863,1
864,1
865,0
866,2
867,2
868,9
869,7
870,2
871,6
872,1
873,9
874,1
875,8
876,4
877,7
878,0
879,7
880,4
881,2
882,4
883,3
884,2
885,0
886,0
887,5
888,3
889,5
890,1
891,8
892,8
893,1
894,3
895,9
896,5
897,8
898,8
899,1
900,1
901,2
902,8
903,2
904,8
905,1
906,5
907,4
908,6
909,3
910,1
911,8
912,0
913,7
914,2
915,3
916,3
917,9
918,7
919,3
920,2
921,2
922,3
923,9
924,7
925,8
926,5
927,4
928,7
929,1
930,2
931,7
932,0
933,9
934,1
935,8
936,9
937,6
938,7
939,5
940,3
941,8
942,8
943,9
944,0
945,6
946,7
947,1
948,3
949,8
950,1
951,5
952,7
953,4
954,4
955,7
956,3
957,2
958,7
959,6
960,7
961,1
962,2
963,3
964,1
965,3
966,4
967,0
968,7
969,6
970,6
971,7
972,4
973,5
974,0
975,2
976,9
977,4
978,8
979,6
980,8
981,9
982,6
983,0
984,3
985,8
986,7
987,5
988,2
989,9
990,2
991,2
992,0
993,6
994,1
995,4
996,9
997,9
998,7
999,7
1000,7
1001,1
1002,8
1003,8
1004,4
1005,7
1006,8
1007,5
1008,1
1009,5
1010,8
1011,2
1012,1
1013,4
1014,2
1015,1
1016,9
1017,9
1018,5
1019,0
1020,2
1021,7
1022,8
1023,2
1024,9
1025,3
1026,7
1027,7
1028,5
1029,5
1030,1
1031,3
1032,9
1033,2
1034,7
1035,7
1036,1
1037,4
1038,3
1039,9
1040,1
1041,8
1042,8
1043,3
1044,2
1045,2
1046,4
1047,9
1048,4
1049,3
1050,6
1051,3
1052,0
1053,1
1054,0
1055,4
1056,7
1057,3
1058,6
1059,8
1060,2
1061,2
1062,6
1063,1
1064,1
1065,9
1066,5
1067,1
1068,5
1069,6
1070,2
1071,8
1072,3
1073,8
1074,3
1075,4
1076,2
1077,0
1078,1
1079,9
1080,6
1081,3
1082,1
1083,2
1084,1
1085,6
1086,8
1087,7
1088,7
1089,6
1090,1
1091,3
1092,7
1093,8
1094,7
1095,8
1096,2
1097,6
1098,6
1099,8
1100,3
1101,6
1102,6
1103,0
1104,7
1105,5
1106,9
1107,8
1108,8
1109,1
1110,4
1111,8
1112,1
1113,8
1114,2
1115,1
1116,6
1117,8
1118,6
1119,4
1120,4
1121,9
1122,5
1123,8
1124,1
1125,5
1126,9
1127,0
1128,0
1129,2
1130,4
1131,6
1132,5
1133,4
1134,9
1135,1
1136,8
1137,7
1138,9
1139,5
1140,9
1141,0
1142,4
1143,6
1144,8
1145,1
1146,3
1147,2
1148,3
1149,8
1150,6
1151,8
1152,3
1153,1
1154,2
1155,6
1156,3
1157,0
1158,6
1159,5
1160,7
1161,2
1162,2
1163,0
1164,7
1165,6
1166,2
1167,9
1168,8
1169,1
1170,0
1171,1
1172,8
1173,2
1174,6
1175,3
1176,9
1177,9
1178,3
1179,1
1180,2
1181,6
1182,6
1183,5
1184,4
1185,0
1186,2
1187,9
1188,3
1189,6
1190,6
1191,8
1192,8
1193,2
1194,7
1195,5
1196,2
1197,8
1198,7
1199,2
1200,0
1201,4
1202,1
1203,7
1204,2
1205,1
1206,3
1207,5
1208,7
1209,5
1210,1
1211,8
1212,3
1213,7
1214,9
1215,3
1216,7
1217,5
1218,0
1219,7
1220,3
1221,4
1222,4
1223,3
1224,5
1225,6
1226,2
1227,3
1228,4
1229,3
1230,7
1231,0
1232,3
1233,9
1234,4
1235,5
1236,1
1237,9
1238,8
1239,4
1240,3
1241,8
1242,2
1243,2
1244,6
1245,6
1246,7
1247,5
1248,7
1249,8
1250,3
1251,7
1252,7
1253,4
1254,5
1255,5
1256,9
1257,8
1258,2
1259,5
1260,9
1261,1
1262,0
1263,0
1264,1
1265,8
1266,9
1267,3
1268,1
1269,5
1270,0
1271,1
1272,4
1273,5
1274,6
1275,3
1276,4
1277,3
1278,0
1279,2
1280,6
1281,7
1282,0
1283,3
1284,0
1285,4
1286,0
1287,3
1288,6
1289,1
1290,6
1291,9
1292,9
1293,1
1294,3
1295,6
1296,0
1297,9
1298,4
1299,1
1300,0
1301,7
1302,0
1303,7
1304,4
1305,9
1306,0
1307,1
1308,6
1309,9
1310,7
1311,3
1312,7
1313,2
1314,7
1315,0
1316,9
1317,8
1318,3
1319,4
1320,2
1321,8
1322,3
1323,3
1324,0
1325,8
1326,3
1327,3
1328,2
1329,9
1330,4
1331,5
1332,3
1333,2
1334,3
1335,4
1336,4
1337,4
1338,2
1339,3
1340,6
1341,6
1342,8
1343,5
1344,7
1345,3
1346,6
1347,8
1348,3
1349,4
1350,7
1351,5
1352,4
1353,6
1354,5
1355,7
1356,6
1357,7
1358,1
1359,3
1360,8
1361,8
1362,3
1363,8
1364,3
1365,4
1366,3
1367,1
1368,4
1369,0
1370,8
1371,0
1372,8
1373,5
1374,6
1375,7
1376,7
1377,3
1378,7
1379,9
1380,9
1381,3
1382,4
1383,2
1384,0
1385,0
1386,0
1387,6
1388,0
1389,0
1390,0
1391,4
1392,4
1393,6
1394,8
1395,1
1396,7
1397,6
1398,4
1399,6
1400,8
1401,7
1402,5
1403,6
1404,5
1405,5
1406,4
1407,3
1408,5
1409,6
1410,7
1411,9
1412,5
1413,8
1414,8
1415,8
1416,9
1417,8
1418,0
1419,7
1420,7
1421,2
1422,0
1423,2
1424,3
1425,2
1426,8
1427,8
1428,7
1429,1
1430,8
1431,9
1432,1
1433,3
1434,7
1435,1
1436,9
1437,0
1438,7
1439,2
1440,7
1441,7
1442,3
1443,2
1444,2
1445,4
1446,3
1447,3
1448,2
1449,7
1450,7
1451,7
1452,5
1453,5
1454,3
1455,5
1456,1
1457,8
1458,9
1459,6
1460,8
1461,6
1462,5
1463,4
1464,3
1465,0
1466,7
1467,0
1468,1
1469,9
1470,8
1471,0
1472,6
1473,0
1474,0
1475,5
1476,5
1477,0
1478,1
1479,7
1480,2
1481,8
1482,4
1483,0
1484,6
1485,0
1486,4
1487,7
1488,7
1489,0
1490,4
1491,6
1492,6
1493,7
1494,7
1495,0
1496,7
1497,9
1498,7
1499,4
1500,2
1501,8
1502,3
1503,6
1504,2
1505,3
1506,9
1507,7
1508,1
1509,6
1510,3
1511,5
1512,1
1513,6
1514,9
1515,3
1516,1
1517,5
1518,6
1519,9
1520,5
1521,2
1522,1
1523,5
1524,3
1525,6
1526,7
1527,1
1528,9
1529,1
1530,0
1531,4
1532,1
1533,7
1534,7
1535,9
1536,8
1537,7
1538,5
1539,9
1540,7
1541,9
1542,1
1543,0
1544,3
1545,4
1546,7
1547,0
1548,4
1549,4
1550,6
1551,3
1552,2
1553,1
1554,8
1555,2
1556,0
1557,0
1558,0
1559,0
1560,3
1561,6
1562,3
1563,7
1564,5
1565,8
1566,1
1567,9
1568,0
1569,1
1570,3
1571,3
1572,9
1573,2
1574,3
1575,9
1576,2
1577,9
1578,6
1579,0
1580,3
1581,3
1582,5
1583,7
1584,0
1585,0
1586,6
1587,7
1588,7
1589,6
1590,0
1591,3
1592,1
1593,1
1594,3
1595,4
1596,0
1597,4
1598,0
1599,3
1600,2
1601,3
1602,5
1603,8
1604,9
1605,7
1606,0
1607,8
1608,9
1609,4
1610,1
1611,4
1612,2
1613,9
1614,4
1615,7
1616,1
1617,2
1618,4
1619,1
1620,3
1621,8
1622,3
1623,1
1624,2
1625,4
1626,6
1627,3
1628,7
1629,2
1630,7
1631,5
1632,4
1633,1
1634,2
1635,2
1636,7
1637,9
1638,8
1639,2
1640,8
1641,1
1642,7
1643,6
1644,9
1645,6
1646,2
1647,3
1648,3
1649,2
1650,6
1651,8
1652,3
1653,2
1654,2
1655,6
1656,7
1657,5
1658,7
1659,4
1660,8
1661,7
1662,8
1663,1
1664,7
1665,4
1666,7
1667,7
1668,9
1669,5
1670,7
1671,8
1672,9
1673,5
1674,6
1675,0
1676,8
1677,9
1678,8
1679,4
1680,3
1681,4
1682,2
1683,4
1684,8
1685,7
1686,1
1687,4
1688,9
1689,1
1690,1
1691,2
1692,0
1693,0
1694,5
1695,0
1696,1
1697,8
1698,6
1699,8
1700,2
1701,2
1702,3
1703,7
1704,9
1705,8
1706,6
1707,0
1708,1
1709,6
1710,8
1711,3
1712,4
1713,8
1714,7
1715,1
1716,7
1717,6
1718,4
1719,5
1720,2
1721,5
1722,6
1723,7
1724,6
1725,5
1726,0
1727,5
1728,3
1729,6
1730,2
1731,5
1732,1
1733,8
1734,2
1735,6
1736,4
1737,2
1738,0
1739,5
1740,1
1741,5
1742,2
1743,1
1744,1
1745,2
1746,2
1747,5
1748,4
1749,5
1750,6
1751,7
1752,6
1753,4
1754,3
1755,2
1756,5
1757,1
1758,7
1759,2
1760,6
1761,4
1762,1
1763,0
1764,9
1765,1
1766,0
1767,3
1768,2
1769,1
1770,2
1771,6
1772,4
1773,1
1774,1
1775,1
1776,9
1777,5
1778,3
1779,6
1780,0
1781,0
1782,4
1783,5
1784,7
1785,1
1786,1
1787,6
1788,9
1789,5
1790,3
1791,6
1792,7
1793,2
1794,4
1795,2
1796,2
1797,4
1798,7
1799,2
1800,4
1801,6
1802,1
1803,7
1804,5
1805,3
1806,7
1807,1
1808,5
1809,3
1810,0
1811,0
1812,8
1813,0
1814,7
1815,5
1816,7
1817,0
1818,0
1819,3
1820,7
1821,7
1822,8
1823,3
1824,2
1825,9
1826,8
1827,7
1828,7
1829,1
1830,9
1831,8
1832,4
1833,8
1834,1
1835,1
1836,1
1837,2
1838,6
1839,0
1840,4
1841,4
1842,9
1843,7
1844,8
1845,5
1846,3
1847,5
1848,2
1849,0
1850,2
1851,9
1852,8
1853,6
1854,1
1855,3
1856,4
1857,4
1858,0
1859,1
1860,0
1861,6
1862,9
1863,8
1864,3
1865,9
1866,9
1867,7
1868,9
1869,6
1870,8
1871,0
1872,7
1873,8
1874,0
1875,1
1876,5
1877,0
1878,6
1879,5
1880,7
1881,3
1882,5
1883,9
1884,8
1885,2
1886,9
1887,5
1888,2
1889,3
1890,0
1891,4
1892,5
1893,8
1894,8
1895,7
1896,6
1897,2
1898,1
1899,7
1900,9
1901,6
1902,6
1903,5
1904,2
1905,1
1906,8
1907,8
1908,6
1909,4
1910,5
1911,6
1912,0
1913,4
1914,3
1915,7
1916,4
1917,7
1918,1
1919,4
1920,4
1921,0
1922,3
1923,4
1924,0
1925,8
1926,2
1927,5
1928,1
1929,1
1930,1
1931,9
1932,8
1933,0
1934,7
1935,2
1936,7
1937,2
1938,1
1939,4
1940,9
1941,2
1942,7
1943,6
1944,2
1945,4
1946,8
1947,7
1948,2
1949,8
1950,4
1951,8
1952,6
1953,8
1954,8
1955,5
1956,2
1957,1
1958,3
1959,7
1960,0
1961,4
1962,7
1963,6
1964,8
1965,0
1966,8
1967,0
1968,7
1969,3
1970,0
1971,6
1972,4
1973,4
1974,9
1975,7
1976,2
1977,5
1978,3
1979,7
1980,2
1981,2
1982,4
1983,0
1984,4
1985,5
1986,6
1987,3
1988,8
1989,9
1990,2
1991,1
1992,9
1993,5
1994,3
1995,5
1996,7
1997,8
1998,5
1999,3
2000,9
2001,4
2002,3
2003,8
2004,7
2005,6
2006,1
2007,0
2008,0
2009,9
2010,5
2011,6
2012,3
2013,0
2014,2
2015,2
2016,9
2017,5
2018,0
2019,3
2020,1
2021,8
2022,9
2023,2
2024,6
2025,5
2026,0
2027,1
2028,2
2029,1
2030,0
2031,1
2032,5
2033,5
2034,8
2035,8
2036,1
2037,7
2038,9
2039,0
2040,7
2041,1
2042,8
2043,2
2044,7
2045,1
2046,7
2047,7
2048,0
2049,5
2050,3
2051,7
2052,2
2053,0
2054,5
2055,2
2056,1
2057,9
2058,8
2059,1
2060,9
2061,9
2062,3
2063,5
2064,0
2065,3
2066,8
2067,7
2068,5
2069,4
2070,8
2071,2
2072,5
2073,5
2074,0
2075,7
2076,8
2077,0
2078,1
2079,2
2080,1
2081,2
2082,9
2083,1
2084,1
2085,1
2086,6
2087,2
2088,2
2089,4
2090,8
2091,3
2092,2
2093,8
2094,2
2095,4
2096,7
2097,3
2098,4
2099,0
2100,0
2101,6
2102,8
2103,6
2104,9
2105,1
2106,4
2107,3
2108,9
2109,0
2110,4
2111,0
2112,2
2113,2
2114,5
2115,9
2116,7
2117,0
2118,3
2119,9
2120,9
2121,4
2122,2
2123,0
2124,3
2125,4
2126,5
2127,5
2128,8
2129,4
2130,6
2131,9
2132,7
2133,6
2134,2
2135,5
2136,9
2137,2
2138,6
2139,3
2140,1
2141,1
2142,1
2143,1
2144,8
2145,5
2146,1
2147,5
2148,5
2149,0
2150,6
2151,1
2152,7
2153,7
2154,6
2155,1
2156,8
2157,4
2158,8
2159,2
2160,1
2161,8
2162,5
2163,1
2164,4
2165,4
2166,7
2167,2
2168,4
2169,6
2170,2
2171,4
2172,3
2173,1
2174,0
2175,1
2176,9
2177,7
2178,4
2179,3
2180,3
2181,3
2182,1
2183,0
2184,9
2185,9
2186,9
2187,1
2188,2
2189,9
2190,7
2191,8
2192,1
2193,2
2194,9
2195,6
2196,5
2197,9
2198,2
2199,3
2200,0
2201,4
2202,9
2203,5
2204,8
2205,1
2206,3
2207,3
2208,3
2209,6
2210,2
2211,6
2212,0
2213,7
2214,2
2215,3
2216,3
2217,9
2218,8
2219,3
2220,4
2221,3
2222,2
2223,2
2224,3
2225,9
2226,0
2227,8
2228,6
2229,3
2230,8
2231,1
2232,4
2233,9
2234,8
2235,1
2236,9
2237,5
2238,6
2239,9
2240,9
2241,9
2242,1
2243,9
2244,6
2245,9
2246,9
2247,5
2248,1
2249,7
2250,7
2251,2
2252,0
2253,1
2254,2
2255,4
2256,3
2257,7
2258,2
2259,7
2260,4
2261,6
2262,5
2263,6
2264,9
2265,5
2266,7
2267,9
2268,9
2269,2
2270,4
2271,2
2272,9
2273,2
2274,5
2275,3
2276,6
2277,2
2278,7
2279,1
2280,6
2281,8
2282,4
2283,6
2284,9
2285,4
2286,8
2287,7
2288,2
2289,3
2290,8
2291,1
2292,0
2293,0
2294,0
2295,5
2296,1
2297,4
2298,3
2299,4
2300,5
2301,7
2302,4
2303,4
2304,5
2305,9
2306,4
2307,5
2308,3
2309,5
2310,0
2311,6
2312,7
2313,1
2314,6
2315,2
2316,2
2317,8
2318,1
2319,0
2320,1
2321,9
2322,1
2323,7
2324,1
2325,7
2326,0
2327,3
2328,4
2329,5
2330,1
2331,3
2332,1
2333,7
2334,9
2335,1
2336,3
2337,0
2338,5
2339,8
2340,7
2341,9
2342,9
2343,0
2344,0
2345,4
2346,4
2347,0
2348,4
2349,6
2350,6
2351,4
2352,8
2353,4
2354,7
2355,7
2356,3
2357,8
2358,6
2359,1
2360,9
2361,3
2362,1
2363,4
2364,7
2365,2
2366,6
2367,5
2368,8
2369,2
2370,1
2371,1
2372,4
2373,3
2374,9
2375,9
2376,0
2377,6
2378,9
2379,9
2380,1
2381,7
2382,9
2383,8
2384,5
2385,1
2386,6
2387,0
2388,9
2389,0
2390,4
2391,2
2392,9
2393,3
2394,2
2395,3
2396,0
2397,7
2398,1
2399,0
2400,5
2401,5
2402,8
2403,6
2404,0
2405,6
2406,2
2407,3
2408,9
2409,8
2410,6
2411,1
2412,5
2413,3
2414,1
2415,0
2416,6
2417,5
2418,9
2419,4
2420,8
2421,7
2422,4
2423,7
2424,8
2425,5
2426,0
2427,2
2428,9
2429,4
2430,6
2431,3
2432,8
2433,3
2434,2
2435,5
2436,4
2437,3
2438,8
2439,6
2440,5
2441,0
2442,7
2443,3
2444,1
2445,6
2446,9
2447,2
2448,5
2449,4
2450,3
2451,9
2452,0
2453,6
2454,0
2455,9
2456,4
2457,3
2458,7
2459,1
2460,3
2461,7
2462,5
2463,6
2464,7
2465,4
2466,1
2467,3
2468,4
2469,9
2470,8
2471,6
2472,2
2473,7
2474,2
2475,2
2476,9
2477,1
2478,7
2479,8
2480,8
2481,5
2482,1
2483,4
2484,3
2485,8
2486,7
2487,9
2488,4
2489,2
2490,0
2491,0
2492,5
2493,8
2494,2
2495,1
2496,6
2497,5
2498,9
2499,9
2500,2
2501,9
2502,1
2503,7
2504,7
2505,2
2506,9
2507,6
2508,1
2509,0
2510,7
2511,6
2512,7
2513,3
2514,7
2515,7
2516,6
2517,4
2518,0
2519,8
2520,9
2521,4
2522,6
2523,2
2524,2
2525,9
2526,1
2527,2
2528,2
2529,4
2530,0
2531,6
2532,9
2533,9
2534,6
2535,6
2536,0
2537,0
2538,7
2539,2
2540,8
2541,6
2542,0
2543,1
2544,7
2545,9
2546,3
2547,0
2548,7
2549,1
2550,2
2551,3
2552,5
2553,4
2554,3
2555,6
2556,3
2557,6
2558,2
2559,1
2560,3
2561,6
2562,4
2563,6
2564,1
2565,8
2566,4
2567,3
2568,5
2569,3
2570,7
2571,7
2572,0
2573,0
2574,8
2575,8
2576,5
2577,2
2578,0
2579,9
2580,2
2581,1
2582,7
2583,8
2584,5
2585,7
2586,4
2587,4
2588,9
2589,3
2590,3
2591,5
2592,6
2593,2
2594,4
2595,6
2596,1
2597,0
2598,1
2599,7
2600,6
2601,3
2602,7
2603,3
2604,2
2605,1
2606,9
2607,2
2608,4
2609,5
2610,4
2611,1
2612,3
2613,5
2614,8
2615,8
2616,1
2617,6
2618,1
2619,9
2620,0
2621,1
2622,0
2623,4
2624,5
2625,0
2626,3
2627,6
2628,7
2629,4
2630,2
2631,8
2632,8
2633,9
2634,3
2635,2
2636,7
2637,5
2638,4
2639,6
2640,4
2641,2
2642,7
2643,7
2644,2
2645,3
2646,7
2647,5
2648,6
2649,0
2650,6
2651,9
2652,9
2653,4
2654,1
2655,2
2656,0
2657,0
2658,9
2659,7
2660,4
2661,7
2662,4
2663,5
2664,6
2665,4
2666,3
2667,7
2668,7
2669,3
2670,3
2671,1
2672,7
2673,2
2674,5
2675,9
2676,6
2677,5
2678,4
2679,1
2680,2
2681,4
2682,9
2683,5
2684,8
2685,1
2686,4
2687,4
2688,9
2689,3
2690,3
2691,3
2692,6
2693,2
2694,2
2695,2
2696,4
2697,3
2698,4
2699,6
2700,3
2701,2
2702,0
2703,1
2704,6
2705,3
2706,0
2707,4
2708,7
2709,0
2710,8
2711,6
2712,8
2713,7
2714,3
2715,2
2716,1
2717,6
2718,1
2719,7
2720,2
2721,5
2722,2
2723,5
2724,9
2725,4
2726,1
2727,4
2728,3
2729,0
2730,5
2731,2
2732,3
2733,5
2734,1
2735,3
2736,6
2737,7
2738,3
2739,1
2740,8
2741,1
2742,1
2743,1
2744,0
2745,4
2746,2
2747,4
2748,9
2749,5
2750,4
2751,7
2752,8
2753,7
2754,6
2755,1
2756,7
2757,7
2758,0
2759,0
2760,7
2761,2
2762,1
2763,8
2764,8
2765,3
2766,9
2767,5
2768,6
2769,6
2770,2
2771,5
2772,4
2773,6
2774,8
2775,6
2776,8
2777,8
2778,3
2779,2
2780,9
2781,1
2782,7
2783,1
2784,8
2785,7
2786,6
2787,4
2788,1
2789,1
2790,5
2791,9
2792,8
2793,8
2794,7
2795,5
2796,2
2797,0
2798,6
2799,6
2800,2
2801,3
2802,6
2803,2
2804,0
2805,4
2806,8
2807,4
2808,5
2809,9
2810,5
2811,0
2812,2
2813,1
2814,5
2815,0
2816,0
2817,2
2818,2
2819,6
2820,6
2821,7
2822,4
2823,6
2824,3
2825,7
2826,9
2827,8
2828,8
2829,3
2830,5
2831,4
2832,2
2833,9
2834,6
2835,4
2836,8
2837,2
2838,3
2839,3
2840,1
2841,4
2842,5
2843,1
2844,6
2845,6
2846,3
2847,9
2848,0
2849,9
2850,7
2851,7
2852,1
2853,6
2854,8
2855,9
2856,5
2857,3
2858,6
2859,3
2860,5
2861,0
2862,4
2863,5
2864,3
2865,1
2866,2
2867,4
2868,3
2869,3
2870,2
2871,4
2872,2
2873,3
2874,8
2875,1
2876,9
2877,1
2878,1
2879,7
2880,8
2881,2
2882,1
2883,8
2884,6
2885,0
2886,2
2887,5
2888,3
2889,0
2890,5
2891,5
2892,5
2893,0
2894,1
2895,2
2896,6
2897,3
2898,0
2899,4
2900,7
2901,5
2902,2
2903,8
2904,3
2905,4
2906,2
2907,7
2908,5
2909,7
2910,4
2911,5
2912,4
2913,9
2914,3
2915,8
2916,5
2917,6
2918,3
2919,3
2920,4
2921,3
2922,6
2923,2
2924,4
2925,0
2926,7
2927,3
2928,6
2929,9
2930,7
2931,6
2932,3
2933,8
2934,8
2935,0
2936,0
2937,1
2938,3
2939,2
2940,8
2941,5
2942,8
2943,8
2944,8
2945,5
2946,0
2947,5
2948,6
2949,7
2950,8
2951,7
2952,7
2953,0
2954,8
2955,3
2956,0
2957,3
2958,9
2959,6
2960,2
2961,2
2962,4
2963,1
2964,2
2965,2
2966,8
2967,1
2968,9
2969,6
2970,6
2971,3
2972,5
2973,7
2974,8
2975,9
2976,9
2977,5
2978,3
2979,0
2980,0
2981,6
2982,3
2983,3
2984,2
2985,4
2986,7
2987,4
2988,3
2989,3
2990,6
2991,9
2992,4
2993,1
2994,6
2995,5
2996,9
2997,9
