Id,Category
387,6
388,1
389,2
390,0
391,1
392,4
393,9
394,3
395,2
396,2
397,5
398,6
399,0
400,3
401,3
402,3
403,6
404,9
405,7
406,0
407,6
408,4
409,6
410,6
411,8
412,4
413,6
414,9
415,1
416,7
417,6
418,5
419,1
420,9
421,2
422,4
423,8
424,8
425,3
426,2
427,9
428,6
429,0
430,2
431,0
432,3
433,5
434,6
435,8
436,4
437,2
438,3
439,0
440,8
441,5
442,0
443,4
444,2
445,7
446,7
447,3
448,6
449,4
450,7
451,0
452,5
453,4
454,4
455,1
456,5
457,4
458,1
459,8
460,5
461,6
462,1
463,4
464,6
465,3
466,4
467,1
468,5
469,6
470,1
471,1
472,7
473,1
474,6
475,1
476,1
477,3
478,4
479,7
480,9
481,8
482,3
483,7
484,0
485,6
486,2
487,4
488,5
489,7
490,1
491,2
492,1
493,5
494,4
495,7
496,4
497,7
498,4
499,4
500,6
501,3
502,8
503,0
504,2
505,7
506,7
507,9
508,8
509,2
510,0
511,8
512,5
513,2
514,5
515,6
516,4
517,4
518,6
519,8
520,6
521,3
522,1
523,0
524,4
525,6
526,8
527,5
528,9
529,7
530,3
531,3
532,4
533,8
534,5
535,4
536,8
537,3
538,4
539,0
540,1
541,7
542,7
543,3
544,4
545,1
546,5
547,5
548,4
549,0
550,5
551,4
552,1
553,0
554,9
555,4
556,0
557,5
558,6
559,8
560,1
561,6
562,1
563,1
564,4
565,8
566,0
567,2
568,2
569,8
570,3
571,6
572,7
573,4
574,6
575,3
576,3
577,0
578,8
579,6
580,0
581,4
582,3
583,5
584,3
585,0
586,6
587,5
588,0
589,6
590,2
591,4
592,6
593,5
594,6
595,4
596,8
597,3
598,4
599,8
600,2
601,0
602,5
603,7
604,6
605,9
606,9
607,2
608,8
609,0
610,9
611,3
612,9
613,2
614,4
615,5
616,7
617,5
618,6
619,5
620,7
621,6
622,8
623,8
624,8
625,2
626,6
627,6
628,3
629,7
630,9
631,3
632,1
633,4
634,4
635,6
636,1
637,3
638,4
639,4
640,2
641,2
642,9
643,4
644,7
645,4
646,7
647,6
648,2
649,4
650,9
651,3
652,4
653,4
654,3
655,4
656,5
657,4
658,1
659,3
660,5
661,6
662,1
663,8
664,5
665,1
666,0
667,4
668,7
669,3
670,7
671,1
672,3
673,9
674,4
675,3
676,3
677,6
678,3
679,4
680,9
681,0
682,7
683,7
684,8
685,1
686,4
687,8
688,6
689,2
690,9
691,2
692,7
693,3
694,6
695,7
696,0
697,3
698,3
699,1
700,6
701,8
702,0
703,9
704,6
705,5
706,3
707,8
708,6
709,6
710,0
711,3
712,2
713,6
714,0
715,5
716,7
717,3
718,4
719,9
720,6
721,7
722,8
723,7
724,3
725,9
726,2
727,4
728,6
729,6
730,8
731,9
732,8
733,0
734,3
735,5
736,7
737,3
738,2
739,5
740,3
741,0
742,7
743,0
744,1
745,2
746,4
747,9
748,8
749,3
750,2
751,0
752,3
753,6
754,9
755,2
756,9
757,6
758,9
759,9
760,9
761,3
762,7
763,2
764,9
765,6
766,7
767,4
768,1
769,1
770,6
771,6
772,3
773,7
774,1
775,9
776,9
777,5
778,4
779,9
780,3
781,3
782,6
783,3
784,3
785,4
786,4
787,8
788,1
789,8
790,8
791,6
792,4
793,6
794,6
795,6
796,6
797,2
798,3
799,6
800,1
801,1
802,5
803,3
804,4
805,9
806,6
807,0
808,2
809,6
810,4
811,7
812,5
813,6
814,6
815,5
816,2
817,5
818,4
819,8
820,2
821,3
822,6
823,2
824,0
825,2
826,1
827,2
828,6
829,0
830,5
831,3
832,6
833,7
834,9
835,3
836,4
837,9
838,9
839,3
840,6
841,0
842,3
843,3
844,0
845,5
846,0
847,1
848,2
849,0
850,3
851,3
852,1
853,4
854,2
855,7
856,6
857,6
858,9
859,7
860,3
861,6
862,3
863,8
864,6
865,9
866,4
867,3
868,3
869,3
870,6
871,9
872,4
873,6
874,9
875,6
876,9
877,2
878,4
879,6
880,8
881,2
882,7
883,1
884,0
885,8
886,2
887,5
888,2
889,2
890,9
891,2
892,2
893,0
894,6
895,7
896,6
897,4
898,6
899,4
900,4
901,3
902,5
903,7
904,5
905,6
906,9
907,0
908,6
909,2
910,6
911,9
912,5
913,6
914,4
915,7
916,9
917,3
918,0
919,2
920,0
921,5
922,7
923,4
924,1
925,8
926,2
927,7
928,2
929,1
930,7
931,3
932,0
933,3
934,0
935,7
936,7
937,3
938,9
939,0
940,7
941,7
942,5
943,3
944,1
945,2
946,7
947,0
948,2
949,6
950,4
951,4
952,9
953,3
954,7
955,8
956,1
957,4
958,3
959,5
960,5
961,0
962,1
963,9
964,3
965,1
966,3
967,6
968,5
969,5
970,6
971,2
972,2
973,5
974,0
975,6
976,3
977,5
978,1
979,1
980,2
981,8
982,3
983,3
984,6
985,1
986,1
987,2
988,4
989,2
990,7
991,6
992,6
993,6
994,3
995,2
996,4
997,1
998,5
999,3
1000,2
1001,0
1002,1
1003,7
1004,3
1005,3
1006,5
1007,0
1008,0
1009,6
1010,6
1011,6
1012,8
1013,0
1014,7
1015,8
1016,4
1017,0
1018,6
1019,9
1020,1
1021,9
1022,6
1023,3
1024,1
1025,4
1026,8
1027,2
1028,5
1029,4
1030,6
1031,5
1032,5
1033,6
1034,8
1035,6
1036,6
1037,6
1038,0
1039,0
1040,3
1041,1
1042,1
1043,4
1044,0
1045,6
1046,2
1047,0
1048,8
1049,8
1050,2
1051,0
1052,1
1053,2
1054,8
1055,3
1056,3
1057,3
1058,6
1059,2
1060,3
1061,2
1062,6
1063,2
1064,3
1065,7
1066,2
1067,8
1068,9
1069,3
1070,6
1071,7
1072,6
1073,6
1074,6
1075,5
1076,9
1077,9
1078,0
1079,3
1080,8
1081,7
1082,5
1083,7
1084,0
1085,4
1086,2
1087,1
1088,2
1089,8
1090,3
1091,3
1092,7
1093,6
1094,1
1095,6
1096,3
1097,7
1098,8
1099,0
1100,2
1101,4
1102,3
1103,1
1104,6
1105,3
1106,0
1107,9
1108,8
1109,9
1110,1
1111,0
1112,2
1113,2
1114,2
1115,6
1116,3
1117,0
1118,4
1119,2
1120,4
1121,6
1122,5
1123,7
1124,8
1125,5
1126,9
1127,3
1128,6
1129,6
1130,2
1131,7
1132,6
1133,2
1134,6
1135,3
1136,3
1137,5
1138,3
1139,3
1140,4
1141,6
1142,7
1143,3
1144,3
1145,6
1146,9
1147,2
1148,2
1149,5
1150,9
1151,1
1152,9
1153,7
1154,5
1155,6
1156,4
1157,1
1158,1
1159,7
1160,5
1161,4
1162,6
1163,5
1164,3
1165,2
1166,4
1167,5
1168,9
1169,1
1170,3
1171,9
1172,6
1173,4
1174,8
1175,2
1176,4
1177,2
1178,8
1179,2
1180,7
1181,1
1182,3
1183,0
1184,3
1185,0
1186,3
1187,7
1188,6
1189,3
1190,1
1191,1
1192,6
1193,5
1194,3
1195,3
1196,7
1197,0
1198,9
1199,6
1200,0
1201,6
1202,3
1203,9
1204,9
1205,5
1206,0
1207,6
1208,7
1209,3
1210,9
1211,7
1212,2
1213,9
1214,3
1215,2
1216,5
1217,4
1218,6
1219,6
1220,4
1221,3
1222,3
1223,3
1224,2
1225,6
1226,4
1227,8
1228,8
1229,5
1230,9
1231,3
1232,0
1233,3
1234,3
1235,5
1236,0
1237,3
1238,3
1239,6
1240,4
1241,7
1242,2
1243,3
1244,5
1245,0
1246,2
1247,3
1248,7
1249,1
1250,8
1251,1
1252,1
1253,0
1254,5
1255,2
1256,3
1257,4
1258,2
1259,6
1260,6
1261,1
1262,9
1263,4
1264,3
1265,3
1266,9
1267,0
1268,0
1269,8
1270,8
1271,9
1272,3
1273,1
1274,3
1275,0
1276,4
1277,2
1278,2
1279,2
1280,2
1281,8
1282,8
1283,0
1284,2
1285,4
1286,8
1287,1
1288,1
1289,9
1290,4
1291,4
1292,2
1293,0
1294,9
1295,2
1296,5
1297,7
1298,7
1299,1
1300,8
1301,4
1302,6
1303,3
1304,4
1305,4
1306,3
1307,0
1308,4
1309,4
1310,2
1311,6
1312,0
1313,6
1314,2
1315,1
1316,0
1317,6
1318,0
1319,8
1320,0
1321,0
1322,3
1323,4
1324,8
1325,3
1326,5
1327,7
1328,5
1329,6
1330,2
1331,4
1332,4
1333,4
1334,9
1335,8
1336,9
1337,1
1338,3
1339,9
1340,0
1341,4
1342,3
1343,6
1344,9
1345,4
1346,2
1347,8
1348,9
1349,8
1350,3
1351,9
1352,0
1353,9
1354,5
1355,2
1356,2
1357,3
1358,0
1359,9
1360,9
1361,9
1362,2
1363,5
1364,4
1365,0
1366,7
1367,4
1368,9
1369,9
1370,7
1371,2
1372,9
1373,7
1374,6
1375,9
1376,2
1377,2
1378,4
1379,9
1380,1
1381,0
1382,3
1383,2
1384,6
1385,7
1386,6
1387,1
1388,8
1389,8
1390,8
1391,5
1392,0
1393,4
1394,9
1395,2
1396,7
1397,1
1398,2
1399,1
1400,9
1401,1
1402,0
1403,7
1404,9
1405,0
1406,5
1407,4
1408,5
1409,5
1410,0
1411,3
1412,6
1413,2
1414,8
1415,6
1416,2
1417,7
1418,5
1419,7
1420,4
1421,6
1422,0
1423,9
1424,4
1425,5
1426,2
1427,4
1428,0
1429,4
1430,2
1431,1
1432,1
1433,4
1434,1
1435,2
1436,2
1437,6
1438,7
1439,0
1440,0
1441,2
1442,7
1443,7
1444,9
1445,0
1446,4
1447,2
1448,4
1449,5
1450,3
1451,3
1452,6
1453,2
1454,8
1455,0
1456,2
1457,7
1458,8
1459,2
1460,6
1461,5
1462,2
1463,0
1464,4
1465,2
1466,4
1467,4
1468,1
1469,8
1470,4
1471,1
1472,1
1473,8
1474,3
1475,0
1476,9
1477,1
1478,3
1479,5
1480,8
1481,7
1482,0
1483,8
1484,1
1485,4
1486,4
1487,0
1488,5
1489,9
1490,0
1491,0
1492,8
1493,8
1494,2
1495,7
1496,5
1497,4
1498,9
1499,0
1500,1
1501,5
1502,8
1503,4
1504,3
1505,1
1506,4
1507,4
1508,9
1509,4
1510,0
1511,6
1512,3
1513,1
1514,6
1515,1
1516,4
1517,7
1518,6
1519,3
1520,2
1521,7
1522,2
1523,2
1524,1
1525,3
1526,8
1527,3
1528,1
1529,3
1530,1
1531,9
1532,9
1533,0
1534,1
1535,1
1536,7
1537,0
1538,1
1539,3
1540,6
1541,4
1542,2
1543,4
1544,2
1545,5
1546,8
1547,7
1548,3
1549,1
1550,1
1551,8
1552,9
1553,1
1554,3
1555,8
1556,4
1557,7
1558,2
1559,7
1560,3
1561,8
1562,1
1563,1
1564,1
1565,2
1566,9
1567,9
1568,6
1569,3
1570,6
1571,3
1572,1
1573,2
1574,3
1575,4
1576,3
1577,3
1578,7
1579,3
1580,8
1581,9
1582,5
1583,7
1584,2
1585,1
1586,4
1587,0
1588,6
1589,6
1590,4
1591,2
1592,6
1593,4
1594,5
1595,6
1596,1
1597,3
1598,9
1599,8
1600,0
1601,5
1602,4
1603,2
1604,8
1605,6
1606,6
1607,3
1608,9
1609,0
1610,7
1611,1
1612,8
1613,5
1614,6
1615,8
1616,3
1617,8
1618,4
1619,6
1620,9
1621,4
1622,8
1623,7
1624,8
1625,6
1626,7
1627,3
1628,6
1629,5
1630,9
1631,5
1632,3
1633,2
1634,6
1635,2
1636,6
1637,9
1638,3
1639,4
1640,3
1641,2
1642,5
1643,5
1644,6
1645,5
1646,6
1647,7
1648,7
1649,4
1650,7
1651,3
1652,4
1653,0
1654,1
1655,2
1656,5
1657,4
1658,5
1659,6
1660,0
1661,2
1662,4
1663,4
1664,6
1665,1
1666,9
1667,2
1668,2
1669,1
1670,9
1671,2
1672,1
1673,6
1674,4
1675,3
1676,4
1677,0
1678,7
1679,0
1680,0
1681,6
1682,1
1683,0
1684,2
1685,9
1686,6
1687,6
1688,7
1689,8
1690,2
1691,1
1692,7
1693,6
1694,1
1695,3
1696,9
1697,0
1698,4
1699,0
1700,0
1701,6
1702,0
1703,4
1704,0
1705,6
1706,4
1707,5
1708,1
1709,1
1710,1
1711,8
1712,8
1713,0
1714,1
1715,3
1716,1
1717,3
1718,5
1719,9
1720,8
1721,5
1722,0
1723,9
1724,2
1725,9
1726,5
1727,1
1728,4
1729,1
1730,7
1731,6
1732,0
1733,6
1734,1
1735,7
1736,6
1737,2
1738,3
1739,5
1740,1
1741,5
1742,3
1743,5
1744,0
1745,7
1746,4
1747,8
1748,2
1749,8
1750,5
1751,5
1752,4
1753,4
1754,1
1755,2
1756,3
1757,5
1758,9
1759,8
1760,6
1761,0
1762,9
1763,4
1764,0
1765,3
1766,3
1767,4
1768,2
1769,2
1770,8
1771,1
1772,7
1773,4
1774,3
1775,1
1776,9
1777,7
1778,4
1779,0
1780,8
1781,1
1782,2
1783,3
1784,7
1785,7
1786,2
1787,3
1788,9
1789,8
1790,1
1791,4
1792,8
1793,9
1794,2
1795,4
1796,2
1797,6
1798,5
1799,1
1800,2
1801,3
1802,2
1803,1
1804,1
1805,7
1806,1
1807,6
1808,7
1809,4
1810,7
1811,7
1812,6
1813,6
1814,2
1815,0
1816,8
1817,7
1818,2
1819,3
1820,2
1821,5
1822,7
1823,9
1824,2
1825,0
1826,0
1827,2
1828,9
1829,6
1830,7
1831,4
1832,2
1833,1
1834,4
1835,2
1836,9
1837,3
1838,4
1839,1
1840,3
1841,0
1842,0
1843,0
1844,4
1845,7
1846,7
1847,4
1848,1
1849,0
1850,6
1851,6
1852,5
1853,0
1854,0
1855,0
1856,0
1857,4
1858,6
1859,8
1860,3
1861,1
1862,9
1863,9
1864,6
1865,4
1866,5
1867,0
1868,3
1869,4
1870,8
1871,3
1872,6
1873,6
1874,8
1875,3
1876,3
1877,4
1878,5
1879,3
1880,6
1881,4
1882,4
1883,2
1884,6
1885,9
1886,9
1887,1
1888,4
1889,2
1890,7
1891,5
1892,4
1893,0
1894,1
1895,8
1896,1
1897,8
1898,2
1899,1
1900,7
1901,3
1902,5
1903,2
1904,7
1905,2
1906,5
1907,5
1908,4
1909,2
1910,0
1911,9
1912,6
1913,4
1914,2
1915,2
1916,4
1917,3
1918,5
1919,2
1920,4
1921,2
1922,1
1923,1
1924,1
1925,1
1926,8
1927,4
1928,8
1929,0
1930,3
1931,0
1932,4
1933,0
1934,5
1935,2
1936,0
1937,4
1938,1
1939,6
1940,6
1941,3
1942,8
1943,4
1944,8
1945,1
1946,2
1947,1
1948,1
1949,8
1950,3
1951,2
1952,4
1953,8
1954,0
1955,0
1956,4
1957,6
1958,7
1959,3
1960,2
1961,0
1962,2
1963,2
1964,4
1965,3
1966,3
1967,1
1968,3
1969,4
1970,4
1971,0
1972,1
1973,8
1974,6
1975,5
1976,9
1977,8
1978,5
1979,2
1980,0
1981,7
1982,6
1983,0
1984,9
1985,6
1986,3
1987,0
1988,4
1989,7
1990,7
1991,5
1992,3
1993,6
1994,4
1995,6
1996,4
1997,1
1998,6
1999,4
2000,8
2001,5
2002,4
2003,3
2004,1
2005,8
2006,3
2007,2
2008,6
2009,5
2010,8
2011,1
2012,1
2013,1
2014,7
2015,5
2016,4
2017,4
2018,0
2019,1
2020,4
2021,1
2022,4
2023,5
2024,6
2025,2
2026,3
2027,0
2028,1
2029,6
2030,0
2031,8
2032,4
2033,5
2034,6
2035,6
2036,0
2037,7
2038,2
2039,5
2040,1
2041,4
2042,4
2043,4
2044,2
2045,7
2046,9
2047,8
2048,9
2049,3
2050,8
2051,3
2052,2
2053,0
2054,6
2055,8
2056,3
2057,2
2058,4
2059,2
2060,0
2061,8
2062,4
2063,2
2064,1
2065,6
2066,0
2067,0
2068,2
2069,4
2070,0
2071,0
2072,1
2073,7
2074,1
2075,5
2076,1
2077,9
2078,3
2079,2
2080,3
2081,4
2082,3
2083,2
2084,0
2085,9
2086,0
2087,9
2088,0
2089,4
2090,1
2091,2
2092,4
2093,3
2094,7
2095,4
2096,5
2097,4
2098,9
2099,1
2100,6
2101,9
2102,9
2103,7
2104,7
2105,3
2106,2
2107,1
2108,8
2109,3
2110,8
2111,6
2112,6
2113,9
2114,0
2115,6
2116,2
2117,5
2118,4
2119,3
2120,6
2121,2
2122,4
2123,5
2124,8
2125,3
2126,1
2127,7
2128,0
2129,3
2130,8
2131,3
2132,3
2133,0
2134,0
2135,8
2136,2
2137,6
2138,2
2139,2
2140,1
2141,2
2142,7
2143,9
2144,8
2145,9
2146,2
2147,4
2148,2
2149,6
2150,0
2151,3
2152,0
2153,0
2154,8
2155,3
2156,3
2157,6
2158,4
2159,0
2160,4
2161,0
2162,5
2163,6
2164,4
2165,5
2166,4
2167,7
2168,2
2169,3
2170,2
2171,6
2172,3
2173,0
2174,9
2175,1
2176,1
2177,6
2178,3
2179,2
2180,6
2181,0
2182,5
2183,2
2184,0
2185,0
2186,1
2187,3
2188,3
2189,5
2190,2
2191,9
2192,0
2193,6
2194,7
2195,3
2196,3
2197,8
2198,5
2199,2
2200,6
2201,9
2202,6
2203,1
2204,3
2205,9
2206,7
2207,3
2208,7
2209,3
2210,1
2211,1
2212,3
2213,6
2214,0
2215,1
2216,3
2217,9
2218,0
2219,1
2220,0
2221,8
2222,6
2223,2
2224,1
2225,4
2226,9
2227,4
2228,1
2229,0
2230,7
2231,3
2232,6
2233,8
2234,6
2235,7
2236,7
2237,0
2238,2
2239,7
2240,4
2241,8
2242,7
2243,0
2244,6
2245,4
2246,2
2247,9
2248,0
2249,4
2250,1
2251,0
2252,6
2253,6
2254,8
2255,0
2256,2
2257,8
2258,0
2259,5
2260,1
2261,5
2262,9
2263,6
2264,6
2265,9
2266,1
2267,3
2268,1
2269,6
2270,2
2271,1
2272,4
2273,7
2274,6
2275,5
2276,9
2277,3
2278,4
2279,9
2280,2
2281,7
2282,1
2283,5
2284,0
2285,3
2286,8
2287,3
2288,6
2289,2
2290,8
2291,7
2292,2
2293,6
2294,1
2295,7
2296,7
2297,4
2298,9
2299,5
2300,6
2301,9
2302,1
2303,6
2304,9
2305,1
2306,9
2307,2
2308,8
2309,3
2310,1
2311,6
2312,6
2313,4
2314,3
2315,3
2316,2
2317,3
2318,4
2319,8
2320,1
2321,3
2322,5
2323,3
2324,2
2325,6
2326,1
2327,0
2328,2
2329,2
2330,5
2331,7
2332,2
2333,6
2334,8
2335,6
2336,1
2337,1
2338,1
2339,2
2340,7
2341,3
2342,5
2343,0
2344,0
2345,8
2346,7
2347,7
2348,2
2349,7
2350,7
2351,9
2352,5
2353,2
2354,9
2355,9
2356,7
2357,0
2358,8
2359,9
2360,6
2361,0
2362,1
2363,3
2364,8
2365,8
2366,0
2367,5
2368,9
2369,8
2370,6
2371,5
2372,6
2373,3
2374,6
2375,6
2376,3
2377,7
2378,9
2379,6
2380,5
2381,3
2382,9
2383,3
2384,1
2385,2
2386,4
2387,6
2388,6
2389,2
2390,9
2391,7
2392,3
2393,3
2394,4
2395,9
2396,1
2397,1
2398,7
2399,8
2400,6
2401,5
2402,6
2403,5
2404,1
2405,4
2406,4
2407,4
2408,8
2409,2
2410,2
2411,0
2412,4
2413,6
2414,5
2415,6
2416,4
2417,1
2418,4
2419,3
2420,1
2421,5
2422,6
2423,0
2424,2
2425,8
2426,3
2427,9
2428,1
2429,3
2430,4
2431,4
2432,1
2433,5
2434,6
2435,3
2436,9
2437,8
2438,0
2439,4
2440,1
2441,5
2442,3
2443,5
2444,5
2445,3
2446,6
2447,0
2448,8
2449,7
2450,1
2451,1
2452,0
2453,0
2454,3
2455,5
2456,5
2457,2
2458,1
2459,8
2460,1
2461,6
2462,0
2463,6
2464,6
2465,7
2466,2
2467,3
2468,7
2469,4
2470,4
2471,0
2472,5
2473,3
2474,4
2475,0
2476,2
2477,4
2478,8
2479,8
2480,7
2481,7
2482,2
2483,7
2484,6
2485,0
2486,1
2487,1
2488,7
2489,7
2490,2
2491,2
2492,4
2493,2
2494,1
2495,7
2496,3
2497,7
2498,6
2499,3
2500,7
2501,6
2502,0
2503,8
2504,3
2505,0
2506,5
2507,0
2508,9
2509,3
2510,0
2511,0
2512,3
2513,1
2514,2
2515,7
2516,5
2517,7
2518,0
2519,4
2520,1
2521,1
2522,7
2523,7
2524,0
2525,3
2526,8
2527,7
2528,3
2529,2
2530,0
2531,6
2532,1
2533,0
2534,6
2535,6
2536,8
2537,8
2538,7
2539,3
2540,8
2541,8
2542,8
2543,5
2544,1
2545,5
2546,8
2547,8
2548,9
2549,4
2550,6
2551,4
2552,6
2553,6
2554,4
2555,6
2556,7
2557,4
2558,7
2559,7
2560,1
2561,6
2562,2
2563,8
2564,7
2565,3
2566,3
2567,3
2568,8
2569,6
2570,4
2571,5
2572,5
2573,0
2574,9
2575,7
2576,2
2577,9
2578,4
2579,8
2580,4
2581,2
2582,0
2583,2
2584,5
2585,0
2586,0
2587,2
2588,9
2589,2
2590,1
2591,0
2592,4
2593,6
2594,5
2595,5
2596,6
2597,7
2598,3
2599,0
2600,5
2601,5
2602,0
2603,1
2604,1
2605,0
2606,3
2607,0
2608,1
2609,0
2610,3
2611,9
2612,6
2613,3
2614,4
2615,2
2616,4
2617,8
2618,1
2619,6
2620,2
2621,4
2622,9
2623,0
2624,6
2625,8
2626,8
2627,8
2628,3
2629,3
2630,5
2631,3
2632,3
2633,2
2634,9
2635,3
2636,8
2637,4
2638,3
2639,4
2640,1
2641,7
2642,7
2643,7
2644,3
2645,1
2646,4
2647,6
2648,7
2649,5
2650,9
2651,3
2652,3
2653,1
2654,0
2655,6
2656,2
2657,1
2658,7
2659,8
2660,6
2661,4
2662,5
2663,7
2664,2
2665,2
2666,8
2667,8
2668,9
2669,0
2670,4
2671,1
2672,9
2673,7
2674,9
2675,7
2676,5
2677,1
2678,7
2679,3
2680,7
2681,6
2682,6
2683,1
2684,5
2685,2
2686,1
2687,2
2688,5
2689,6
2690,7
2691,1
2692,9
2693,5
2694,3
2695,2
2696,7
2697,3
2698,9
2699,6
2700,6
2701,3
2702,0
2703,3
2704,3
2705,6
2706,6
2707,7
2708,1
2709,8
2710,0
2711,3
2712,3
2713,3
2714,9
2715,3
2716,2
2717,4
2718,8
2719,6
2720,6
2721,1
2722,6
2723,1
2724,8
2725,6
2726,3
2727,6
2728,9
2729,9
2730,3
2731,6
2732,2
2733,8
2734,9
2735,0
2736,1
2737,0
2738,8
2739,2
2740,5
2741,0
2742,4
2743,0
2744,0
2745,1
2746,5
2747,5
2748,9
2749,3
2750,6
2751,9
2752,9
2753,7
2754,4
2755,3
2756,0
2757,6
2758,3
2759,8
2760,1
2761,3
2762,3
2763,1
2764,9
2765,0
2766,3
2767,7
2768,8
2769,8
2770,5
2771,7
2772,3
2773,9
2774,5
2775,2
2776,9
2777,5
2778,4
2779,1
2780,1
2781,0
2782,8
2783,3
2784,5
2785,9
2786,0
2787,6
2788,6
2789,0
2790,4
2791,8
2792,6
2793,4
2794,3
2795,4
2796,7
2797,4
2798,2
2799,7
2800,6
2801,0
2802,1
2803,6
2804,8
2805,3
2806,5
2807,2
2808,7
2809,6
2810,7
2811,4
2812,8
2813,5
2814,8
2815,1
2816,1
2817,1
2818,4
2819,7
2820,3
2821,2
2822,8
2823,8
2824,9
2825,0
2826,4
2827,3
2828,6
2829,1
2830,9
2831,7
2832,9
2833,7
2834,6
2835,9
2836,8
2837,8
2838,3
2839,6
2840,5
2841,6
2842,9
2843,2
2844,6
2845,2
2846,3
2847,1
2848,5
2849,8
2850,3
2851,2
2852,8
2853,6
2854,8
2855,0
2856,1
2857,3
2858,9
2859,3
2860,4
2861,5
2862,5
2863,4
2864,2
2865,4
2866,2
2867,8
2868,6
2869,0
2870,8
2871,3
2872,4
2873,4
2874,5
2875,1
2876,2
2877,4
2878,3
2879,0
2880,2
2881,8
2882,0
2883,2
2884,0
2885,5
2886,7
2887,4
2888,4
2889,0
2890,3
2891,7
2892,5
2893,4
2894,1
2895,6
2896,2
2897,9
2898,3
2899,6
2900,6
2901,6
2902,5
2903,6
2904,0
2905,9
2906,0
2907,9
2908,1
2909,9
2910,1
2911,7
2912,1
2913,9
2914,3
2915,0
2916,6
2917,2
2918,6
2919,5
2920,6
2921,7
2922,7
2923,1
2924,6
2925,3
2926,4
2927,6
2928,2
2929,9
2930,6
2931,5
2932,3
2933,2
2934,5
2935,3
2936,0
2937,3
2938,9
2939,9
2940,3
2941,3
2942,4
2943,5
2944,2
2945,7
2946,4
2947,8
2948,6
2949,1
2950,8
2951,6
2952,6
2953,3
2954,4
2955,9
2956,9
2957,2
2958,5
2959,2
2960,2
2961,4
2962,6
2963,4
2964,2
2965,1
2966,6
2967,5
2968,1
2969,6
2970,0
2971,4
2972,4
2973,3
2974,4
2975,2
2976,1
2977,1
2978,8
2979,2
2980,5
2981,0
2982,8
2983,4
2984,5
2985,6
2986,6
2987,3
2988,9
2989,5
2990,5
2991,7
2992,9
2993,8
2994,0
2995,9
2996,3
2997,3
